trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success,decay,alpha
1,False,"{'a': 0.4, 'e': 0.97530991202833262}",32,0,-182.01264647,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 2}",0,-0.025,0.4
2,False,"{'a': 0.4, 'e': 0.9512294245007139}",32,0,-253.489509854,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 4}",0,-0.025,0.4
3,False,"{'a': 0.4, 'e': 0.92774348632855275}",40,0,-158.208827022,"{0: 26, 1: 4, 2: 8, 3: 0, 4: 2}",0,-0.025,0.4
4,False,"{'a': 0.4, 'e': 0.90483741803595941}",32,0,-261.211763061,"{0: 16, 1: 4, 2: 6, 3: 2, 4: 4}",0,-0.025,0.4
5,False,"{'a': 0.4, 'e': 0.88249690258459523}",48,0,-317.786289221,"{0: 25, 1: 5, 2: 13, 3: 1, 4: 4}",0,-0.025,0.4
6,False,"{'a': 0.4, 'e': 0.86070797642505759}",40,0,-152.773798481,"{0: 27, 1: 5, 2: 5, 3: 1, 4: 2}",0,-0.025,0.4
7,False,"{'a': 0.4, 'e': 0.83945702076920714}",48,0,-182.521042958,"{0: 36, 1: 1, 2: 7, 3: 1, 4: 3}",0,-0.025,0.4
8,False,"{'a': 0.4, 'e': 0.8187307530779816}",40,16,-215.42134817,"{0: 13, 1: 2, 2: 2, 3: 4, 4: 3}",1,-0.025,0.4
9,False,"{'a': 0.4, 'e': 0.79851621875937673}",32,0,-134.595408155,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 2}",0,-0.025,0.4
10,False,"{'a': 0.4, 'e': 0.77880078307140455}",32,0,-172.029382161,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 3}",0,-0.025,0.4
11,False,"{'a': 0.4, 'e': 0.75957212322496814}",32,0,-169.841849226,"{0: 17, 1: 6, 2: 6, 3: 1, 4: 2}",0,-0.025,0.4
12,False,"{'a': 0.4, 'e': 0.74081822068171754}",48,0,-215.727588031,"{0: 32, 1: 6, 2: 5, 3: 2, 4: 3}",0,-0.025,0.4
13,False,"{'a': 0.4, 'e': 0.72252735364207188}",32,20,19.4133716514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
14,False,"{'a': 0.4, 'e': 0.70468808971871311}",32,0,-186.356434703,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 3}",0,-0.025,0.4
15,False,"{'a': 0.4, 'e': 0.68728927879097179}",40,17,-43.2255323815,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1,-0.025,0.4
16,False,"{'a': 0.4, 'e': 0.67032004603563888}",40,12,-64.423019786,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 1}",1,-0.025,0.4
17,False,"{'a': 0.4, 'e': 0.65376978512984685}",32,0,-224.27303015,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 4}",0,-0.025,0.4
18,False,"{'a': 0.4, 'e': 0.63762815162177289}",32,4,-124.636876563,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 3}",1,-0.025,0.4
19,False,"{'a': 0.4, 'e': 0.62188505646501968}",40,0,-157.819962486,"{0: 27, 1: 4, 2: 6, 3: 1, 4: 2}",0,-0.025,0.4
20,False,"{'a': 0.4, 'e': 0.60653065971263298}",32,25,-18.338951463,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1,-0.025,0.4
21,False,"{'a': 0.4, 'e': 0.59155536436681466}",32,0,-217.654887448,"{0: 22, 1: 3, 2: 1, 3: 1, 4: 5}",0,-0.025,0.4
22,False,"{'a': 0.4, 'e': 0.57694981038048621}",40,5,-93.6917779623,"{0: 25, 1: 2, 2: 6, 3: 1, 4: 1}",1,-0.025,0.4
23,False,"{'a': 0.4, 'e': 0.56270486880695514}",40,9,-54.8483534413,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 1}",1,-0.025,0.4
24,False,"{'a': 0.4, 'e': 0.54881163609402583}",40,31,-57.4323916296,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 1}",1,-0.025,0.4
25,False,"{'a': 0.4, 'e': 0.53526142851898961}",40,0,-146.891663875,"{0: 31, 1: 0, 2: 6, 3: 0, 4: 3}",0,-0.025,0.4
26,False,"{'a': 0.4, 'e': 0.52204577676101538}",40,33,-40.8254307977,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1,-0.025,0.4
27,False,"{'a': 0.4, 'e': 0.50915642060754851}",32,11,-30.3544933098,"{0: 17, 1: 1, 2: 1, 3: 2, 4: 0}",1,-0.025,0.4
28,False,"{'a': 0.4, 'e': 0.49658530379140886}",40,4,-271.797349443,"{0: 20, 1: 3, 2: 8, 3: 0, 4: 5}",1,-0.025,0.4
29,False,"{'a': 0.4, 'e': 0.4843245689553618}",32,9,-61.0992149471,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1,-0.025,0.4
30,False,"{'a': 0.4, 'e': 0.47236655274101402}",48,0,-86.792295237,"{0: 41, 1: 1, 2: 3, 3: 1, 4: 2}",0,-0.025,0.4
31,False,"{'a': 0.4, 'e': 0.46070378099896514}",56,8,-76.5217519209,"{0: 38, 1: 1, 2: 6, 3: 3, 4: 0}",1,-0.025,0.4
32,False,"{'a': 0.4, 'e': 0.4493289641172209}",48,12,-29.3321020425,"{0: 30, 1: 1, 2: 4, 3: 1, 4: 0}",1,-0.025,0.4
33,False,"{'a': 0.4, 'e': 0.43823499246494851}",48,27,-4.77050232111,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1,-0.025,0.4
34,False,"{'a': 0.4, 'e': 0.42741493194872593}",40,10,-65.4817777464,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",1,-0.025,0.4
35,False,"{'a': 0.4, 'e': 0.41686201967850767}",32,8,-10.9144122348,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.025,0.4
36,False,"{'a': 0.4, 'e': 0.40656965974059839}",40,0,-149.92060007,"{0: 30, 1: 3, 2: 3, 3: 1, 4: 3}",0,-0.025,0.4
37,False,"{'a': 0.4, 'e': 0.39653141907499212}",40,0,-27.1957254497,"{0: 33, 1: 1, 2: 6, 3: 0, 4: 0}",0,-0.025,0.4
38,False,"{'a': 0.4, 'e': 0.38674102345450045}",40,21,-4.79115553267,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1,-0.025,0.4
39,False,"{'a': 0.4, 'e': 0.37719235356315617}",32,0,19.4750731123,"{0: 30, 1: 1, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
40,False,"{'a': 0.4, 'e': 0.36787944117144156}",32,15,20.5769029323,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
41,False,"{'a': 0.4, 'e': 0.35879646540595084}",32,25,10.3815378044,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
42,False,"{'a': 0.4, 'e': 0.34993774911115461}",32,22,-36.9421816154,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1,-0.025,0.4
43,False,"{'a': 0.4, 'e': 0.34129775530099293}",40,0,-80.5665345339,"{0: 33, 1: 0, 2: 5, 3: 1, 4: 1}",0,-0.025,0.4
44,False,"{'a': 0.4, 'e': 0.33287108369807883}",48,37,0.26437992707,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
45,False,"{'a': 0.4, 'e': 0.32465246735834902}",40,1,-120.757494635,"{0: 31, 1: 1, 2: 3, 3: 2, 4: 2}",1,-0.025,0.4
46,False,"{'a': 0.4, 'e': 0.3166367693790525}",40,0,-75.3611470952,"{0: 34, 1: 2, 2: 2, 3: 0, 4: 2}",0,-0.025,0.4
47,False,"{'a': 0.4, 'e': 0.30881897968801914}",32,8,-49.1175473979,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1,-0.025,0.4
48,False,"{'a': 0.4, 'e': 0.30119421191220136}",48,24,-99.1235987833,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 2}",1,-0.025,0.4
49,False,"{'a': 0.4, 'e': 0.2937577003235321}",32,23,-6.8236573255,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
50,False,"{'a': 0.4, 'e': 0.28650479686018937}",40,35,11.0703533724,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
51,False,"{'a': 0.4, 'e': 0.27943096822140662}",40,10,16.6178740391,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
52,False,"{'a': 0.4, 'e': 0.27253179303401187}",32,12,-50.7872896613,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1,-0.025,0.4
53,False,"{'a': 0.4, 'e': 0.26580295908892587}",32,18,-62.4720247885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1,-0.025,0.4
54,False,"{'a': 0.4, 'e': 0.25924026064589079}",40,13,6.07324372285,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
55,False,"{'a': 0.4, 'e': 0.25283959580474574}",32,11,0.424102971874,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
56,False,"{'a': 0.4, 'e': 0.24659696394160574}",48,31,11.2726505561,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
57,False,"{'a': 0.4, 'e': 0.24050846320834141}",40,29,12.4217938389,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
58,False,"{'a': 0.4, 'e': 0.23457028809379693}",40,13,36.4912161002,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
59,False,"{'a': 0.4, 'e': 0.22877872704522173}",40,16,11.2494791218,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
60,False,"{'a': 0.4, 'e': 0.22313016014842912}",48,31,-40.7774482601,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1,-0.025,0.4
61,False,"{'a': 0.4, 'e': 0.21762105686523217}",32,25,16.6701884179,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
62,False,"{'a': 0.4, 'e': 0.21224797382674235}",40,20,12.2474331829,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
63,False,"{'a': 0.4, 'e': 0.20700755268115192}",48,42,15.0577343391,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
64,False,"{'a': 0.4, 'e': 0.20189651799465472}",48,40,12.7197887413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
65,False,"{'a': 0.4, 'e': 0.19691167520419336}",32,0,-43.2582754654,"{0: 27, 1: 0, 2: 3, 3: 2, 4: 0}",0,-0.025,0.4
66,False,"{'a': 0.4, 'e': 0.19204990862075344}",48,33,20.8352591955,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
67,False,"{'a': 0.4, 'e': 0.18730817948195636}",48,42,10.9890633641,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
68,False,"{'a': 0.4, 'e': 0.182683524052734}",56,28,-18.0622022813,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 0}",1,-0.025,0.4
69,False,"{'a': 0.4, 'e': 0.17817305177289777}",40,16,-12.1721366967,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.025,0.4
70,False,"{'a': 0.4, 'e': 0.17377394345044447}",48,12,-56.8609737425,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 2}",1,-0.025,0.4
71,False,"{'a': 0.4, 'e': 0.16948344949946945}",40,26,3.90673603741,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
72,False,"{'a': 0.4, 'e': 0.16529888822158589}",48,11,34.2144410526,"{0: 36, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
73,False,"{'a': 0.4, 'e': 0.16121764412977613}",40,25,18.4835169987,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
74,False,"{'a': 0.4, 'e': 0.157237166313627}",40,21,1.18347687297,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1,-0.025,0.4
75,False,"{'a': 0.4, 'e': 0.15335496684492786}",32,17,11.7115961679,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
76,False,"{'a': 0.4, 'e': 0.14956861922263445}",32,28,7.774916362,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
77,False,"{'a': 0.4, 'e': 0.14587575685622678}",32,24,3.71273637078,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
78,False,"{'a': 0.4, 'e': 0.14227407158651298}",32,7,-29.0736678393,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1,-0.025,0.4
79,False,"{'a': 0.4, 'e': 0.13876131224295468}",32,23,13.1587697555,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
80,False,"{'a': 0.4, 'e': 0.13533528323661212}",32,23,15.1636936992,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
81,False,"{'a': 0.4, 'e': 0.13199384318782964}",48,34,-17.2980378762,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.025,0.4
82,False,"{'a': 0.4, 'e': 0.12873490358780365}",32,14,8.09345990171,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
83,False,"{'a': 0.4, 'e': 0.12555642749319665}",32,23,-39.4520688268,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1,-0.025,0.4
84,False,"{'a': 0.4, 'e': 0.12245642825298135}",40,27,-63.1715419546,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1,-0.025,0.4
85,False,"{'a': 0.4, 'e': 0.11943296826671906}",40,28,-18.4676144482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.025,0.4
86,False,"{'a': 0.4, 'e': 0.11648415777349641}",32,28,5.71873327228,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
87,False,"{'a': 0.4, 'e': 0.1136081536707632}",40,29,-63.9922770127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1,-0.025,0.4
88,False,"{'a': 0.4, 'e': 0.11080315836233334}",40,33,-8.76906673533,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1,-0.025,0.4
89,False,"{'a': 0.4, 'e': 0.10806741863482874}",48,25,22.7378045676,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
90,False,"{'a': 0.4, 'e': 0.10539922456186382}",40,33,6.45549666586,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
91,False,"{'a': 0.4, 'e': 0.10279690843528587}",32,25,13.6938567902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
92,False,"{'a': 0.4, 'e': 0.10025884372280322}",56,20,-2.6302850193,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 1}",1,-0.025,0.4
93,False,"{'a': 0.4, 'e': 0.097783444051349561}",40,32,-10.947705396,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1,-0.025,0.4
94,False,"{'a': 0.4, 'e': 0.095369162215549128}",32,24,9.13889569066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
95,False,"{'a': 0.4, 'e': 0.093014489210663007}",32,20,18.8337721198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
96,False,"{'a': 0.4, 'e': 0.090717953289412026}",32,15,14.4073949337,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
97,False,"{'a': 0.4, 'e': 0.088478119042086828}",32,16,7.5818838225,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
98,False,"{'a': 0.4, 'e': 0.086293586499370051}",40,30,2.00150367178,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.025,0.4
99,False,"{'a': 0.4, 'e': 0.084162990257309916}",40,33,10.1400996554,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
100,False,"{'a': 0.4, 'e': 0.082084998623898356}",40,15,28.671250568,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
101,False,"{'a': 0.4, 'e': 0.080058312786720112}",40,27,19.6167463711,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
102,False,"{'a': 0.4, 'e': 0.078081666001152725}",40,27,18.5112400331,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
103,False,"{'a': 0.4, 'e': 0.07615382279860991}",32,23,16.6069205625,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
104,False,"{'a': 0.4, 'e': 0.074273578214333461}",40,31,15.7569130083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
105,False,"{'a': 0.4, 'e': 0.072439757034251054}",48,37,16.8611722581,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
106,False,"{'a': 0.4, 'e': 0.07065121306042918}",32,27,-13.6278893668,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1,-0.025,0.4
107,False,"{'a': 0.4, 'e': 0.068906828394662167}",32,14,26.7376756835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
108,False,"{'a': 0.4, 'e': 0.067205512739749368}",32,14,27.3164250664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
109,False,"{'a': 0.4, 'e': 0.065546202718023944}",56,44,22.3462864923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
110,False,"{'a': 0.4, 'e': 0.063927861206707196}",32,28,7.37776218942,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
111,False,"{'a': 0.4, 'e': 0.062349476689673049}",32,11,30.5028441225,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
112,False,"{'a': 0.4, 'e': 0.060810062625217598}",40,25,19.5400740029,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
113,False,"{'a': 0.4, 'e': 0.059308656829438373}",32,28,7.80878585473,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
114,False,"{'a': 0.4, 'e': 0.057844320874838109}",32,13,20.4042910275,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
115,False,"{'a': 0.4, 'e': 0.056416139503777003}",40,5,33.8916984038,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
116,False,"{'a': 0.4, 'e': 0.055023220056406891}",56,46,16.694128748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
117,False,"{'a': 0.4, 'e': 0.053664691912729788}",56,20,4.4119035607,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.025,0.4
118,False,"{'a': 0.4, 'e': 0.052339705948432062}",40,29,14.4732237189,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
119,False,"{'a': 0.4, 'e': 0.051047434004154069}",32,17,19.3023386972,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
120,False,"{'a': 0.4, 'e': 0.049787068367863618}",40,10,33.4435636128,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
1,True,"{'a': 0, 'e': 0}",32,26,-29.9841403443,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.025,0.4
2,True,"{'a': 0, 'e': 0}",32,26,10.8545250947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
3,True,"{'a': 0, 'e': 0}",32,27,7.90993443326,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
4,True,"{'a': 0, 'e': 0}",40,32,15.7849878548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
5,True,"{'a': 0, 'e': 0}",32,22,14.7832611302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
6,True,"{'a': 0, 'e': 0}",40,22,-14.5758941458,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.025,0.4
7,True,"{'a': 0, 'e': 0}",32,24,14.6922413325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
8,True,"{'a': 0, 'e': 0}",32,18,17.4181248578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
9,True,"{'a': 0, 'e': 0}",32,3,37.1827577031,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
10,True,"{'a': 0, 'e': 0}",32,19,15.8169341915,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.025,0.4
1,False,"{'a': 0.4, 'e': 0.96319441772082182}",32,0,-154.16020482,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 2}",0,-0.0375,0.4
2,False,"{'a': 0.4, 'e': 0.92774348632855297}",40,0,-255.76935262,"{0: 20, 1: 3, 2: 12, 3: 3, 4: 2}",0,-0.0375,0.4
3,False,"{'a': 0.4, 'e': 0.89359734710851579}",40,20,-14.2887443919,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1,-0.0375,0.4
4,False,"{'a': 0.4, 'e': 0.86070797642505792}",56,15,-238.553458899,"{0: 25, 1: 1, 2: 10, 3: 2, 4: 3}",1,-0.0375,0.4
5,False,"{'a': 0.4, 'e': 0.82902911818040048}",48,23,-80.6938983763,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",1,-0.0375,0.4
6,False,"{'a': 0.4, 'e': 0.79851621875937717}",32,25,-0.701992956687,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0375,0.4
7,False,"{'a': 0.4, 'e': 0.76912636436857063}",32,0,-135.45706573,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 2}",0,-0.0375,0.4
8,False,"{'a': 0.4, 'e': 0.74081822068171799}",56,18,-144.999571437,"{0: 24, 1: 3, 2: 8, 3: 2, 4: 1}",1,-0.0375,0.4
9,False,"{'a': 0.4, 'e': 0.71355197470650267}",32,1,-134.603911002,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 2}",1,-0.0375,0.4
10,False,"{'a': 0.4, 'e': 0.68728927879097246}",32,0,-104.862892772,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 2}",0,-0.0375,0.4
11,False,"{'a': 0.4, 'e': 0.66199319669083434}",32,24,-89.167522767,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 2}",1,-0.0375,0.4
12,False,"{'a': 0.4, 'e': 0.63762815162177366}",32,5,-59.3364238384,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 1}",1,-0.0375,0.4
13,False,"{'a': 0.4, 'e': 0.61415987622373813}",56,23,-147.017018554,"{0: 22, 1: 1, 2: 7, 3: 1, 4: 2}",1,-0.0375,0.4
14,False,"{'a': 0.4, 'e': 0.59155536436681544}",40,29,-26.111839682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.0375,0.4
15,False,"{'a': 0.4, 'e': 0.56978282473092334}",32,22,-75.3490096634,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1,-0.0375,0.4
16,False,"{'a': 0.4, 'e': 0.54881163609402683}",32,14,-28.8567019447,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1,-0.0375,0.4
17,False,"{'a': 0.4, 'e': 0.5286123042659977}",32,0,-92.1939020096,"{0: 25, 1: 3, 2: 1, 3: 1, 4: 2}",1,-0.0375,0.4
18,False,"{'a': 0.4, 'e': 0.50915642060754951}",40,16,-52.3849683639,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1,-0.0375,0.4
19,False,"{'a': 0.4, 'e': 0.49041662207590647}",32,9,-95.7467630803,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 1}",1,-0.0375,0.4
20,False,"{'a': 0.4, 'e': 0.47236655274101508}",32,20,-10.5948726186,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1,-0.0375,0.4
21,False,"{'a': 0.4, 'e': 0.45498082671817386}",32,10,-126.692709646,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 2}",1,-0.0375,0.4
22,False,"{'a': 0.4, 'e': 0.43823499246494962}",40,14,-119.886923122,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 3}",1,-0.0375,0.4
23,False,"{'a': 0.4, 'e': 0.42210549839216588}",32,17,-29.499139179,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1,-0.0375,0.4
24,False,"{'a': 0.4, 'e': 0.4065696597405995}",40,0,-82.9988945635,"{0: 32, 1: 2, 2: 3, 3: 2, 4: 1}",0,-0.0375,0.4
25,False,"{'a': 0.4, 'e': 0.39160562667679938}",32,0,-77.5388442036,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 2}",0,-0.0375,0.4
26,False,"{'a': 0.4, 'e': 0.37719235356315728}",48,5,15.3876156445,"{0: 40, 1: 0, 2: 3, 3: 0, 4: 0}",1,-0.0375,0.4
27,False,"{'a': 0.4, 'e': 0.36330956935901165}",32,0,-118.265907868,"{0: 23, 1: 1, 2: 5, 3: 2, 4: 1}",0,-0.0375,0.4
28,False,"{'a': 0.4, 'e': 0.34993774911115577}",40,0,-88.971867251,"{0: 34, 1: 0, 2: 4, 3: 0, 4: 2}",0,-0.0375,0.4
29,False,"{'a': 0.4, 'e': 0.33705808649365471}",48,0,-95.9654448504,"{0: 41, 1: 0, 2: 4, 3: 1, 4: 2}",0,-0.0375,0.4
30,False,"{'a': 0.4, 'e': 0.32465246735835013}",32,21,-8.78932109971,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1,-0.0375,0.4
31,False,"{'a': 0.4, 'e': 0.31270344425885416}",40,6,-39.2255382125,"{0: 29, 1: 1, 2: 3, 3: 0, 4: 1}",1,-0.0375,0.4
32,False,"{'a': 0.4, 'e': 0.30119421191220247}",48,21,-72.5116409778,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 2}",1,-0.0375,0.4
33,False,"{'a': 0.4, 'e': 0.29010858356365565}",32,21,17.3824574495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.4
34,False,"{'a': 0.4, 'e': 0.27943096822140767}",40,6,-13.2814064348,"{0: 32, 1: 0, 2: 1, 3: 0, 4: 1}",1,-0.0375,0.4
35,False,"{'a': 0.4, 'e': 0.26914634872918425}",32,11,23.0594952453,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.4
36,False,"{'a': 0.4, 'e': 0.2592402606458919}",32,0,18.3056897649,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 0}",0,-0.0375,0.4
37,False,"{'a': 0.4, 'e': 0.24969877190261391}",32,14,15.9349738483,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.4
38,False,"{'a': 0.4, 'e': 0.24050846320834252}",32,12,-15.4485192162,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1,-0.0375,0.4
