trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success,decay,alpha
15,False,"{'a': 0.6, 'e': 0.56978282473092334}",32,0,-139.455853493,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 2}",0,-0.0375,0.6
16,False,"{'a': 0.6, 'e': 0.54881163609402683}",40,0,-94.4593150879,"{0: 29, 1: 7, 2: 2, 3: 1, 4: 1}",0,-0.0375,0.6
17,False,"{'a': 0.6, 'e': 0.5286123042659977}",40,32,2.01107868552,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0375,0.6
18,False,"{'a': 0.6, 'e': 0.50915642060754951}",40,2,-149.921237826,"{0: 29, 1: 1, 2: 4, 3: 1, 4: 3}",1,-0.0375,0.6
19,False,"{'a': 0.6, 'e': 0.49041662207590647}",32,0,-35.9679696453,"{0: 26, 1: 1, 2: 4, 3: 1, 4: 0}",0,-0.0375,0.6
20,False,"{'a': 0.6, 'e': 0.47236655274101508}",48,0,-23.0375673717,"{0: 42, 1: 2, 2: 2, 3: 2, 4: 0}",0,-0.0375,0.6
21,False,"{'a': 0.6, 'e': 0.45498082671817386}",48,2,-132.061928821,"{0: 34, 1: 4, 2: 5, 3: 1, 4: 2}",1,-0.0375,0.6
22,False,"{'a': 0.6, 'e': 0.43823499246494962}",48,0,-68.7387796358,"{0: 42, 1: 1, 2: 3, 3: 0, 4: 2}",0,-0.0375,0.6
23,False,"{'a': 0.6, 'e': 0.42210549839216588}",32,0,-205.223676298,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 4}",0,-0.0375,0.6
24,False,"{'a': 0.6, 'e': 0.4065696597405995}",48,29,-40.6574898115,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1,-0.0375,0.6
25,False,"{'a': 0.6, 'e': 0.39160562667679938}",40,10,-53.622582524,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 2}",1,-0.0375,0.6
26,False,"{'a': 0.6, 'e': 0.37719235356315728}",48,0,-43.7490409851,"{0: 45, 1: 0, 2: 1, 3: 0, 4: 2}",0,-0.0375,0.6
27,False,"{'a': 0.6, 'e': 0.36330956935901165}",48,35,-14.368020936,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1,-0.0375,0.6
28,False,"{'a': 0.6, 'e': 0.34993774911115577}",40,7,-129.100446128,"{0: 23, 1: 4, 2: 3, 3: 1, 4: 2}",1,-0.0375,0.6
29,False,"{'a': 0.6, 'e': 0.33705808649365471}",40,15,-48.0890109357,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",1,-0.0375,0.6
30,False,"{'a': 0.6, 'e': 0.32465246735835013}",32,21,16.6210424869,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
31,False,"{'a': 0.6, 'e': 0.31270344425885416}",32,19,-28.0639318874,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1,-0.0375,0.6
32,False,"{'a': 0.6, 'e': 0.30119421191220247}",32,11,-46.9939087529,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1,-0.0375,0.6
33,False,"{'a': 0.6, 'e': 0.29010858356365565}",32,22,15.6038235413,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
34,False,"{'a': 0.6, 'e': 0.27943096822140767}",32,20,-19.525053705,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1,-0.0375,0.6
35,False,"{'a': 0.6, 'e': 0.26914634872918425}",32,0,-10.4242740364,"{0: 29, 1: 1, 2: 0, 3: 2, 4: 0}",0,-0.0375,0.6
36,False,"{'a': 0.6, 'e': 0.2592402606458919}",40,0,-42.3383559692,"{0: 33, 1: 1, 2: 5, 3: 1, 4: 0}",0,-0.0375,0.6
37,False,"{'a': 0.6, 'e': 0.24969877190261391}",32,13,-3.06109390288,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1,-0.0375,0.6
38,False,"{'a': 0.6, 'e': 0.24050846320834252}",32,23,9.5507963738,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
39,False,"{'a': 0.6, 'e': 0.23165640917688918}",32,14,12.3560689851,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0375,0.6
40,False,"{'a': 0.6, 'e': 0.22313016014843021}",56,32,-58.5353503986,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 1}",1,-0.0375,0.6
41,False,"{'a': 0.6, 'e': 0.21491772468012096}",32,21,13.6491553078,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
42,False,"{'a': 0.6, 'e': 0.20700755268115301}",40,9,22.8651114314,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0375,0.6
43,False,"{'a': 0.6, 'e': 0.19938851916853551}",32,0,-40.1555436375,"{0: 29, 1: 0, 2: 1, 3: 1, 4: 1}",0,-0.0375,0.6
44,False,"{'a': 0.6, 'e': 0.19204990862075447}",48,19,5.46500293166,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 0}",1,-0.0375,0.6
45,False,"{'a': 0.6, 'e': 0.18498139990730464}",56,21,-115.56778863,"{0: 28, 1: 2, 2: 2, 3: 0, 4: 3}",1,-0.0375,0.6
46,False,"{'a': 0.6, 'e': 0.17817305177289877}",32,0,-75.1874639951,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 2}",0,-0.0375,0.6
47,False,"{'a': 0.6, 'e': 0.17161528885593907}",32,24,12.1402710074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
48,False,"{'a': 0.6, 'e': 0.16529888822158686}",48,15,36.1383756837,"{0: 32, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0375,0.6
49,False,"{'a': 0.6, 'e': 0.15921496639049057}",40,33,13.6739796839,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
50,False,"{'a': 0.6, 'e': 0.15335496684492878}",32,0,-41.7738204649,"{0: 27, 1: 1, 2: 3, 3: 0, 4: 1}",1,-0.0375,0.6
51,False,"{'a': 0.6, 'e': 0.14771064799479711}",40,31,12.7600087036,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
52,False,"{'a': 0.6, 'e': 0.14227407158651387}",40,0,-33.1805231468,"{0: 36, 1: 1, 2: 2, 3: 0, 4: 1}",0,-0.0375,0.6
53,False,"{'a': 0.6, 'e': 0.13703759153854275}",48,25,14.6599840244,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0375,0.6
54,False,"{'a': 0.6, 'e': 0.1319938431878305}",32,27,6.58178424171,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
55,False,"{'a': 0.6, 'e': 0.12713573293203587}",40,22,-0.218545868046,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1,-0.0375,0.6
56,False,"{'a': 0.6, 'e': 0.1224564282529822}",56,0,-32.527123124,"{0: 54, 1: 0, 2: 0, 3: 0, 4: 2}",0,-0.0375,0.6
57,False,"{'a': 0.6, 'e': 0.11794934810730279}",32,15,22.9009310372,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
58,False,"{'a': 0.6, 'e': 0.11360815367076403}",32,14,20.9423173029,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
59,False,"{'a': 0.6, 'e': 0.10942673942324921}",40,14,-6.14476378927,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.0375,0.6
60,False,"{'a': 0.6, 'e': 0.10539922456186462}",40,28,-21.4222397822,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.0375,0.6
61,False,"{'a': 0.6, 'e': 0.10151994473009134}",48,24,-30.4304673142,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1,-0.0375,0.6
62,False,"{'a': 0.6, 'e': 0.097783444051350338}",48,26,-35.6586419933,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1,-0.0375,0.6
63,False,"{'a': 0.6, 'e': 0.094184467455776952}",40,14,29.359542331,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
64,False,"{'a': 0.6, 'e': 0.090717953289412775}",48,1,42.9399625973,"{0: 46, 1: 1, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
65,False,"{'a': 0.6, 'e': 0.08737902619542065}",40,17,34.393798869,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
66,False,"{'a': 0.6, 'e': 0.084162990257310624}",40,12,-4.65296257271,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.0375,0.6
67,False,"{'a': 0.6, 'e': 0.081065322394533512}",32,9,36.178360363,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
68,False,"{'a': 0.6, 'e': 0.078081666001153405}",48,33,18.094044923,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
69,False,"{'a': 0.6, 'e': 0.075207824818652638}",40,31,11.5403814777,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
70,False,"{'a': 0.6, 'e': 0.072439757034251706}",48,29,29.1588373996,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
71,False,"{'a': 0.6, 'e': 0.069773569596443874}",40,29,11.8119835642,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
72,False,"{'a': 0.6, 'e': 0.067205512739749992}",40,23,-20.5625329365,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.0375,0.6
73,False,"{'a': 0.6, 'e': 0.064731974710992762}",32,21,18.9818933294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
74,False,"{'a': 0.6, 'e': 0.062349476689673639}",56,30,6.33945296992,"{0: 24, 1: 1, 2: 0, 3: 1, 4: 0}",1,-0.0375,0.6
75,False,"{'a': 0.6, 'e': 0.060054667895308153}",40,15,20.9471675109,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0375,0.6
76,False,"{'a': 0.6, 'e': 0.057844320874838671}",40,18,-5.88183922396,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.0375,0.6
77,False,"{'a': 0.6, 'e': 0.055715326963496611}",40,28,4.34208401882,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0375,0.6
78,False,"{'a': 0.6, 'e': 0.053664691912730322}",32,28,5.15265644516,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
79,False,"{'a': 0.6, 'e': 0.051689531679049577}",32,9,19.3660703151,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0375,0.6
80,False,"{'a': 0.6, 'e': 0.049787068367864132}",32,5,25.6392157515,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
1,True,"{'a': 0, 'e': 0}",48,7,51.4400583528,"{0: 41, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
2,True,"{'a': 0, 'e': 0}",48,0,57.0073006098,"{0: 48, 1: 0, 2: 0, 3: 0, 4: 0}",0,-0.0375,0.6
3,True,"{'a': 0, 'e': 0}",40,28,18.9282112727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
4,True,"{'a': 0, 'e': 0}",32,22,17.4397173349,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
5,True,"{'a': 0, 'e': 0}",40,29,-27.2049884061,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.0375,0.6
6,True,"{'a': 0, 'e': 0}",32,0,43.7996648701,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",0,-0.0375,0.6
7,True,"{'a': 0, 'e': 0}",32,0,30.0608690018,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",0,-0.0375,0.6
8,True,"{'a': 0, 'e': 0}",32,27,10.8834496547,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
9,True,"{'a': 0, 'e': 0}",40,9,34.1231156448,"{0: 30, 1: 1, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
10,True,"{'a': 0, 'e': 0}",40,26,23.7881772905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0375,0.6
1,False,"{'a': 0.6, 'e': 0.95122942450071402}",40,0,-112.100665183,"{0: 25, 1: 7, 2: 7, 3: 1, 4: 0}",0,-0.05,0.6
2,False,"{'a': 0.6, 'e': 0.90483741803595963}",40,0,-241.862222952,"{0: 22, 1: 5, 2: 8, 3: 2, 4: 3}",0,-0.05,0.6
3,False,"{'a': 0.6, 'e': 0.86070797642505792}",40,0,-189.453921287,"{0: 28, 1: 2, 2: 5, 3: 2, 4: 3}",0,-0.05,0.6
4,False,"{'a': 0.6, 'e': 0.81873075307798193}",48,26,-91.7825979437,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 2}",1,-0.05,0.6
5,False,"{'a': 0.6, 'e': 0.77880078307140499}",32,0,-151.586220165,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 2}",0,-0.05,0.6
6,False,"{'a': 0.6, 'e': 0.74081822068171799}",32,22,-24.1268752219,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1,-0.05,0.6
7,False,"{'a': 0.6, 'e': 0.70468808971871355}",32,0,-165.428694444,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 3}",0,-0.05,0.6
8,False,"{'a': 0.6, 'e': 0.67032004603563944}",40,2,-144.239094511,"{0: 26, 1: 5, 2: 3, 3: 2, 4: 2}",1,-0.05,0.6
9,False,"{'a': 0.6, 'e': 0.63762815162177344}",40,8,-122.018162914,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 2}",1,-0.05,0.6
10,False,"{'a': 0.6, 'e': 0.60653065971263354}",56,0,-231.447560198,"{0: 40, 1: 5, 2: 4, 3: 4, 4: 3}",0,-0.05,0.6
11,False,"{'a': 0.6, 'e': 0.57694981038048676}",32,19,-124.70265008,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 3}",1,-0.05,0.6
12,False,"{'a': 0.6, 'e': 0.5488116360940265}",32,0,-144.301804906,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 2}",0,-0.05,0.6
13,False,"{'a': 0.6, 'e': 0.52204577676101616}",48,34,9.07885269642,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.05,0.6
14,False,"{'a': 0.6, 'e': 0.49658530379140964}",40,0,-240.726729798,"{0: 28, 1: 0, 2: 7, 3: 0, 4: 5}",0,-0.05,0.6
15,False,"{'a': 0.6, 'e': 0.4723665527410148}",40,0,-310.228684835,"{0: 22, 1: 4, 2: 4, 3: 6, 4: 4}",0,-0.05,0.6
16,False,"{'a': 0.6, 'e': 0.44932896411722167}",32,0,-124.638060986,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 2}",0,-0.05,0.6
17,False,"{'a': 0.6, 'e': 0.42741493194872676}",40,0,-113.863669417,"{0: 33, 1: 1, 2: 3, 3: 0, 4: 3}",0,-0.05,0.6
18,False,"{'a': 0.6, 'e': 0.40656965974059922}",48,11,3.841398505,"{0: 33, 1: 0, 2: 4, 3: 0, 4: 0}",1,-0.05,0.6
19,False,"{'a': 0.6, 'e': 0.38674102345450129}",32,15,1.04181275215,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1,-0.05,0.6
20,False,"{'a': 0.6, 'e': 0.36787944117144239}",32,0,-60.080442494,"{0: 27, 1: 0, 2: 3, 3: 1, 4: 1}",0,-0.05,0.6
21,False,"{'a': 0.6, 'e': 0.34993774911115544}",48,0,-171.59704151,"{0: 35, 1: 2, 2: 7, 3: 2, 4: 2}",0,-0.05,0.6
22,False,"{'a': 0.6, 'e': 0.33287108369807966}",32,14,24.2435736755,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
23,False,"{'a': 0.6, 'e': 0.31663676937905333}",40,27,9.18871964672,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.05,0.6
24,False,"{'a': 0.6, 'e': 0.30119421191220219}",56,31,-58.7719379925,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",1,-0.05,0.6
25,False,"{'a': 0.6, 'e': 0.2865047968601902}",48,38,-9.15179606361,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1,-0.05,0.6
26,False,"{'a': 0.6, 'e': 0.2725317930340127}",32,3,9.86062997851,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1,-0.05,0.6
27,False,"{'a': 0.6, 'e': 0.25924026064589162}",56,0,-57.8981098607,"{0: 50, 1: 3, 2: 0, 3: 1, 4: 2}",0,-0.05,0.6
28,False,"{'a': 0.6, 'e': 0.24659696394160657}",32,19,-9.32503167096,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1,-0.05,0.6
29,False,"{'a': 0.6, 'e': 0.23457028809379774}",32,20,16.6914952684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
30,False,"{'a': 0.6, 'e': 0.2231301601484299}",32,0,-17.7809571827,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 1}",0,-0.05,0.6
31,False,"{'a': 0.6, 'e': 0.21224797382674312}",40,2,-32.7103818106,"{0: 33, 1: 3, 2: 1, 3: 0, 4: 1}",1,-0.05,0.6
32,False,"{'a': 0.6, 'e': 0.20189651799465547}",32,20,-38.9353302833,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1,-0.05,0.6
33,False,"{'a': 0.6, 'e': 0.19204990862075416}",32,11,-2.67658285706,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 0}",1,-0.05,0.6
34,False,"{'a': 0.6, 'e': 0.18268352405273469}",56,4,-37.7995403187,"{0: 46, 1: 1, 2: 3, 3: 1, 4: 1}",1,-0.05,0.6
35,False,"{'a': 0.6, 'e': 0.17377394345044517}",32,0,-195.950856423,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 5}",0,-0.05,0.6
36,False,"{'a': 0.6, 'e': 0.16529888822158659}",32,0,-136.198728039,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 3}",0,-0.05,0.6
37,False,"{'a': 0.6, 'e': 0.15723716631362766}",32,6,1.08745539426,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1,-0.05,0.6
38,False,"{'a': 0.6, 'e': 0.14956861922263509}",40,17,28.9948359438,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
39,False,"{'a': 0.6, 'e': 0.14227407158651362}",48,40,12.3705201502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
40,False,"{'a': 0.6, 'e': 0.13533528323661273}",48,33,-29.6752201689,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1,-0.05,0.6
41,False,"{'a': 0.6, 'e': 0.12873490358780426}",40,13,-9.2743846716,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 0}",1,-0.05,0.6
42,False,"{'a': 0.6, 'e': 0.12245642825298195}",32,15,23.7084267773,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
43,False,"{'a': 0.6, 'e': 0.11648415777349699}",32,20,-21.959921507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1,-0.05,0.6
44,False,"{'a': 0.6, 'e': 0.11080315836233391}",40,18,27.5245743526,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
45,False,"{'a': 0.6, 'e': 0.10539922456186436}",40,9,-27.0433482467,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 1}",1,-0.05,0.6
46,False,"{'a': 0.6, 'e': 0.10025884372280376}",48,0,29.5653864051,"{0: 46, 1: 0, 2: 2, 3: 0, 4: 0}",1,-0.05,0.6
47,False,"{'a': 0.6, 'e': 0.095369162215549641}",48,31,-0.475160658664,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1,-0.05,0.6
48,False,"{'a': 0.6, 'e': 0.090717953289412526}",40,9,2.48305323438,"{0: 28, 1: 0, 2: 3, 3: 0, 4: 0}",1,-0.05,0.6
49,False,"{'a': 0.6, 'e': 0.086293586499370536}",32,22,13.9520249709,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
50,False,"{'a': 0.6, 'e': 0.082084998623898814}",40,0,-8.02568595131,"{0: 37, 1: 0, 2: 1, 3: 2, 4: 0}",0,-0.05,0.6
51,False,"{'a': 0.6, 'e': 0.078081666001153169}",32,24,11.4505228422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
52,False,"{'a': 0.6, 'e': 0.074273578214333891}",32,0,29.9500992925,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
53,False,"{'a': 0.6, 'e': 0.070651213060429596}",56,49,9.66782248065,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
54,False,"{'a': 0.6, 'e': 0.06720551273974977}",40,11,29.0446643482,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.05,0.6
55,False,"{'a': 0.6, 'e': 0.063927861206707584}",32,19,24.9572986872,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
56,False,"{'a': 0.6, 'e': 0.06081006262521798}",40,11,34.2996626476,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
57,False,"{'a': 0.6, 'e': 0.057844320874838477}",32,21,15.4655649186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
58,False,"{'a': 0.6, 'e': 0.055023220056407245}",32,0,31.3846803074,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",0,-0.05,0.6
59,False,"{'a': 0.6, 'e': 0.052339705948432409}",40,4,-6.65114198893,"{0: 33, 1: 0, 2: 1, 3: 2, 4: 0}",1,-0.05,0.6
60,False,"{'a': 0.6, 'e': 0.049787068367863958}",48,28,-24.8317173129,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1,-0.05,0.6
1,True,"{'a': 0, 'e': 0}",32,24,10.0562750365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
2,True,"{'a': 0, 'e': 0}",32,28,7.94985166446,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
3,True,"{'a': 0, 'e': 0}",32,15,21.2857307882,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
4,True,"{'a': 0, 'e': 0}",40,16,33.9298500455,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
5,True,"{'a': 0, 'e': 0}",40,22,24.5972037842,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
6,True,"{'a': 0, 'e': 0}",40,35,8.77483093117,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
7,True,"{'a': 0, 'e': 0}",48,16,34.5350054259,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
8,True,"{'a': 0, 'e': 0}",32,24,8.95863218896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
9,True,"{'a': 0, 'e': 0}",32,25,12.2144740814,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
10,True,"{'a': 0, 'e': 0}",40,30,11.4597191804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.05,0.6
1,False,"{'a': 0.6, 'e': 0.93941306281347581}",40,0,-279.926008044,"{0: 20, 1: 3, 2: 12, 3: 2, 4: 3}",0,-0.0625,0.6
2,False,"{'a': 0.6, 'e': 0.88249690258459546}",32,0,-114.423282793,"{0: 20, 1: 3, 2: 8, 3: 0, 4: 1}",0,-0.0625,0.6
3,False,"{'a': 0.6, 'e': 0.82902911818040037}",40,0,-293.660765213,"{0: 20, 1: 8, 2: 5, 3: 3, 4: 4}",0,-0.0625,0.6
4,False,"{'a': 0.6, 'e': 0.77880078307140488}",48,0,-209.618155271,"{0: 34, 1: 3, 2: 7, 3: 0, 4: 4}",0,-0.0625,0.6
5,False,"{'a': 0.6, 'e': 0.73161562894664178}",32,0,-68.4085371272,"{0: 24, 1: 4, 2: 3, 3: 0, 4: 1}",0,-0.0625,0.6
6,False,"{'a': 0.6, 'e': 0.68728927879097224}",40,1,-110.044401644,"{0: 27, 1: 5, 2: 4, 3: 2, 4: 1}",1,-0.0625,0.6
7,False,"{'a': 0.6, 'e': 0.64564852642789206}",32,7,-3.46714755802,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1,-0.0625,0.6
8,False,"{'a': 0.6, 'e': 0.60653065971263342}",40,0,-123.404192364,"{0: 33, 1: 0, 2: 3, 3: 2, 4: 2}",0,-0.0625,0.6
9,False,"{'a': 0.6, 'e': 0.56978282473092301}",32,0,-59.7385437227,"{0: 24, 1: 1, 2: 6, 3: 1, 4: 0}",0,-0.0625,0.6
10,False,"{'a': 0.6, 'e': 0.53526142851899028}",48,5,-182.333894759,"{0: 33, 1: 1, 2: 3, 3: 3, 4: 3}",1,-0.0625,0.6
11,False,"{'a': 0.6, 'e': 0.50283157797094102}",40,13,-110.169636857,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 2}",1,-0.0625,0.6
12,False,"{'a': 0.6, 'e': 0.4723665527410148}",40,0,-70.1740972913,"{0: 32, 1: 3, 2: 3, 3: 1, 4: 1}",0,-0.0625,0.6
13,False,"{'a': 0.6, 'e': 0.44374731008107998}",48,26,-17.4198200477,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1,-0.0625,0.6
14,False,"{'a': 0.6, 'e': 0.4168620196785085}",40,31,7.11435922403,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1,-0.0625,0.6
15,False,"{'a': 0.6, 'e': 0.3916056266767991}",32,7,-128.176720421,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",1,-0.0625,0.6
16,False,"{'a': 0.6, 'e': 0.36787944117144245}",40,0,-116.261328578,"{0: 31, 1: 2, 2: 3, 3: 2, 4: 2}",0,-0.0625,0.6
17,False,"{'a': 0.6, 'e': 0.34559075257697464}",32,24,1.4999957145,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0625,0.6
18,False,"{'a': 0.6, 'e': 0.32465246735834985}",32,25,-0.786797715799,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1,-0.0625,0.6
19,False,"{'a': 0.6, 'e': 0.30498276871105939}",40,24,21.1817014617,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1,-0.0625,0.6
20,False,"{'a': 0.6, 'e': 0.2865047968601902}",40,23,-35.8210230505,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1,-0.0625,0.6
21,False,"{'a': 0.6, 'e': 0.26914634872918397}",32,5,-66.2503148172,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 2}",1,-0.0625,0.6
22,False,"{'a': 0.6, 'e': 0.25283959580474658}",32,15,-42.1139005555,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1,-0.0625,0.6
