trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success,decay,alpha
9,False,"{'a': 0.1, 'e': 0.9099999999999999}",40,0,-124.300153313,"{0: 30, 1: 2, 2: 6, 3: 0, 4: 2}",0,0.01,0.1
10,False,"{'a': 0.1, 'e': 0.8999999999999999}",32,6,-75.5817747919,"{0: 19, 1: 0, 2: 4, 3: 3, 4: 0}",1,0.01,0.1
11,False,"{'a': 0.1, 'e': 0.8899999999999999}",32,0,-125.999440451,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 2}",0,0.01,0.1
12,False,"{'a': 0.1, 'e': 0.8799999999999999}",32,0,-145.954660599,"{0: 23, 1: 1, 2: 3, 3: 3, 4: 2}",0,0.01,0.1
13,False,"{'a': 0.1, 'e': 0.8699999999999999}",48,0,-231.370369634,"{0: 33, 1: 2, 2: 7, 3: 3, 4: 3}",0,0.01,0.1
14,False,"{'a': 0.1, 'e': 0.8599999999999999}",40,0,-158.902638663,"{0: 29, 1: 2, 2: 6, 3: 0, 4: 3}",0,0.01,0.1
15,False,"{'a': 0.1, 'e': 0.8499999999999999}",48,0,-183.527124987,"{0: 27, 1: 6, 2: 14, 3: 0, 4: 1}",0,0.01,0.1
16,False,"{'a': 0.1, 'e': 0.8399999999999999}",32,0,-108.658100548,"{0: 21, 1: 5, 2: 4, 3: 1, 4: 1}",0,0.01,0.1
17,False,"{'a': 0.1, 'e': 0.8299999999999998}",40,7,-130.983877317,"{0: 20, 1: 3, 2: 8, 3: 1, 4: 1}",1,0.01,0.1
18,False,"{'a': 0.1, 'e': 0.8199999999999998}",32,0,-203.376665023,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 4}",0,0.01,0.1
19,False,"{'a': 0.1, 'e': 0.8099999999999998}",40,0,-49.6616166021,"{0: 33, 1: 4, 2: 2, 3: 0, 4: 1}",1,0.01,0.1
20,False,"{'a': 0.1, 'e': 0.7999999999999998}",32,0,-51.871559324,"{0: 22, 1: 6, 2: 4, 3: 0, 4: 0}",0,0.01,0.1
21,False,"{'a': 0.1, 'e': 0.7899999999999998}",40,10,-56.4946581968,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",1,0.01,0.1
22,False,"{'a': 0.1, 'e': 0.7799999999999998}",48,16,-112.820417109,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 2}",1,0.01,0.1
23,False,"{'a': 0.1, 'e': 0.7699999999999998}",40,0,-92.3455764703,"{0: 30, 1: 2, 2: 7, 3: 0, 4: 1}",0,0.01,0.1
24,False,"{'a': 0.1, 'e': 0.7599999999999998}",32,0,-115.249712761,"{0: 19, 1: 6, 2: 6, 3: 0, 4: 1}",0,0.01,0.1
25,False,"{'a': 0.1, 'e': 0.7499999999999998}",32,0,-177.345257678,"{0: 23, 1: 0, 2: 4, 3: 2, 4: 3}",0,0.01,0.1
26,False,"{'a': 0.1, 'e': 0.7399999999999998}",32,21,-47.9079091611,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 0}",1,0.01,0.1
27,False,"{'a': 0.1, 'e': 0.7299999999999998}",32,0,-172.172038848,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 2}",0,0.01,0.1
28,False,"{'a': 0.1, 'e': 0.7199999999999998}",40,23,-105.172256909,"{0: 9, 1: 3, 2: 2, 3: 2, 4: 1}",1,0.01,0.1
29,False,"{'a': 0.1, 'e': 0.7099999999999997}",48,39,-26.0675279104,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1,0.01,0.1
30,False,"{'a': 0.1, 'e': 0.6999999999999997}",32,0,-79.9195020754,"{0: 22, 1: 3, 2: 6, 3: 1, 4: 0}",0,0.01,0.1
31,False,"{'a': 0.1, 'e': 0.6899999999999997}",32,23,-64.6773393556,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1,0.01,0.1
32,False,"{'a': 0.1, 'e': 0.6799999999999997}",40,4,-145.333621789,"{0: 24, 1: 4, 2: 5, 3: 1, 4: 2}",1,0.01,0.1
33,False,"{'a': 0.1, 'e': 0.6699999999999997}",40,0,-51.6744100011,"{0: 31, 1: 3, 2: 5, 3: 1, 4: 0}",0,0.01,0.1
34,False,"{'a': 0.1, 'e': 0.6599999999999997}",32,19,-54.6411479791,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 1}",1,0.01,0.1
35,False,"{'a': 0.1, 'e': 0.6499999999999997}",32,18,1.27117560604,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1,0.01,0.1
36,False,"{'a': 0.1, 'e': 0.6399999999999997}",32,0,-172.541390547,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 3}",0,0.01,0.1
37,False,"{'a': 0.1, 'e': 0.6299999999999997}",32,0,-76.5668257319,"{0: 25, 1: 0, 2: 6, 3: 0, 4: 1}",0,0.01,0.1
38,False,"{'a': 0.1, 'e': 0.6199999999999997}",32,4,-49.817962774,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 1}",1,0.01,0.1
39,False,"{'a': 0.1, 'e': 0.6099999999999997}",32,19,-33.5369213307,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1,0.01,0.1
40,False,"{'a': 0.1, 'e': 0.5999999999999996}",32,5,-96.0962006992,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 2}",1,0.01,0.1
41,False,"{'a': 0.1, 'e': 0.5899999999999996}",32,0,-115.873267661,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 2}",0,0.01,0.1
42,False,"{'a': 0.1, 'e': 0.5799999999999996}",32,22,-25.8369412999,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1,0.01,0.1
43,False,"{'a': 0.1, 'e': 0.5699999999999996}",32,0,-139.328486293,"{0: 23, 1: 0, 2: 4, 3: 4, 4: 1}",0,0.01,0.1
44,False,"{'a': 0.1, 'e': 0.5599999999999996}",32,0,-149.861463786,"{0: 25, 1: 1, 2: 1, 3: 2, 4: 3}",0,0.01,0.1
45,False,"{'a': 0.1, 'e': 0.5499999999999996}",32,11,-22.489108187,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1,0.01,0.1
46,False,"{'a': 0.1, 'e': 0.5399999999999996}",40,11,-57.6385693568,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 1}",1,0.01,0.1
47,False,"{'a': 0.1, 'e': 0.5299999999999996}",56,18,-108.608163629,"{0: 29, 1: 2, 2: 4, 3: 1, 4: 2}",1,0.01,0.1
48,False,"{'a': 0.1, 'e': 0.5199999999999996}",32,24,10.7189513959,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
49,False,"{'a': 0.1, 'e': 0.5099999999999996}",40,20,-30.4728129304,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",1,0.01,0.1
50,False,"{'a': 0.1, 'e': 0.49999999999999956}",32,24,-33.9672161261,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1,0.01,0.1
51,False,"{'a': 0.1, 'e': 0.48999999999999955}",48,40,-2.66846590923,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
52,False,"{'a': 0.1, 'e': 0.47999999999999954}",32,3,-13.6279613982,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 0}",1,0.01,0.1
53,False,"{'a': 0.1, 'e': 0.46999999999999953}",40,28,-73.6236665498,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1,0.01,0.1
54,False,"{'a': 0.1, 'e': 0.4599999999999995}",40,9,-40.8638340095,"{0: 22, 1: 5, 2: 4, 3: 0, 4: 0}",1,0.01,0.1
55,False,"{'a': 0.1, 'e': 0.4499999999999995}",40,22,3.87513209265,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1,0.01,0.1
56,False,"{'a': 0.1, 'e': 0.4399999999999995}",40,25,7.3613871198,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
57,False,"{'a': 0.1, 'e': 0.4299999999999995}",40,18,-1.15856642004,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1,0.01,0.1
58,False,"{'a': 0.1, 'e': 0.4199999999999995}",40,14,3.04322119707,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1,0.01,0.1
59,False,"{'a': 0.1, 'e': 0.4099999999999995}",32,14,27.2229721592,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
60,False,"{'a': 0.1, 'e': 0.39999999999999947}",32,26,10.339130602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
61,False,"{'a': 0.1, 'e': 0.38999999999999946}",48,31,-71.5348969058,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1,0.01,0.1
62,False,"{'a': 0.1, 'e': 0.37999999999999945}",40,22,-51.8595146094,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1,0.01,0.1
63,False,"{'a': 0.1, 'e': 0.36999999999999944}",48,14,-12.3431574058,"{0: 30, 1: 0, 2: 3, 3: 1, 4: 0}",1,0.01,0.1
64,False,"{'a': 0.1, 'e': 0.35999999999999943}",32,17,5.51531606709,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
65,False,"{'a': 0.1, 'e': 0.3499999999999994}",48,38,5.78672949767,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
66,False,"{'a': 0.1, 'e': 0.3399999999999994}",56,37,13.3367767833,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
67,False,"{'a': 0.1, 'e': 0.3299999999999994}",32,24,-7.07620857431,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
68,False,"{'a': 0.1, 'e': 0.3199999999999994}",32,13,-27.9354390541,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1,0.01,0.1
69,False,"{'a': 0.1, 'e': 0.3099999999999994}",32,0,-14.7895320966,"{0: 26, 1: 3, 2: 3, 3: 0, 4: 0}",0,0.01,0.1
70,False,"{'a': 0.1, 'e': 0.2999999999999994}",40,29,-29.365414,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1,0.01,0.1
71,False,"{'a': 0.1, 'e': 0.28999999999999937}",48,34,-3.13063828166,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1,0.01,0.1
72,False,"{'a': 0.1, 'e': 0.27999999999999936}",48,19,-5.55657557561,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 0}",1,0.01,0.1
73,False,"{'a': 0.1, 'e': 0.26999999999999935}",48,37,9.96207888001,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
74,False,"{'a': 0.1, 'e': 0.25999999999999934}",40,35,8.5251357483,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
75,False,"{'a': 0.1, 'e': 0.24999999999999933}",40,32,2.07668219763,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
76,False,"{'a': 0.1, 'e': 0.23999999999999932}",32,16,9.65553566235,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
77,False,"{'a': 0.1, 'e': 0.22999999999999932}",40,29,2.33301432979,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
78,False,"{'a': 0.1, 'e': 0.2199999999999993}",56,41,-3.43485225103,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1,0.01,0.1
79,False,"{'a': 0.1, 'e': 0.2099999999999993}",48,26,17.2597135738,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
80,False,"{'a': 0.1, 'e': 0.1999999999999993}",32,15,13.163771956,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
81,False,"{'a': 0.1, 'e': 0.18999999999999928}",40,29,-21.1364514476,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1,0.01,0.1
82,False,"{'a': 0.1, 'e': 0.17999999999999927}",40,21,-27.4776537518,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1,0.01,0.1
83,False,"{'a': 0.1, 'e': 0.16999999999999926}",48,36,5.76572863048,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
84,False,"{'a': 0.1, 'e': 0.15999999999999925}",40,27,-34.983960245,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1,0.01,0.1
85,False,"{'a': 0.1, 'e': 0.14999999999999925}",40,19,6.13458800096,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1,0.01,0.1
86,False,"{'a': 0.1, 'e': 0.13999999999999924}",40,32,9.37990577348,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
87,False,"{'a': 0.1, 'e': 0.12999999999999923}",40,20,28.9676048112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
88,False,"{'a': 0.1, 'e': 0.11999999999999923}",40,0,-9.04058195468,"{0: 35, 1: 2, 2: 3, 3: 0, 4: 0}",0,0.01,0.1
89,False,"{'a': 0.1, 'e': 0.10999999999999924}",32,22,5.24304233584,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.01,0.1
90,False,"{'a': 0.1, 'e': 0.09999999999999924}",40,1,50.2166396528,"{0: 39, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
91,False,"{'a': 0.1, 'e': 0.08999999999999925}",56,44,-25.4642972023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1,0.01,0.1
92,False,"{'a': 0.1, 'e': 0.07999999999999925}",32,13,20.4765407105,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
93,False,"{'a': 0.1, 'e': 0.06999999999999926}",32,17,22.2893675861,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
94,False,"{'a': 0.1, 'e': 0.059999999999999255}",32,26,-11.9623986731,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1,0.01,0.1
95,False,"{'a': 0.1, 'e': 0.04999999999999925}",40,21,25.7305651228,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
1,True,"{'a': 0, 'e': 0}",32,21,19.1283491535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
2,True,"{'a': 0, 'e': 0}",32,19,21.0049243348,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
3,True,"{'a': 0, 'e': 0}",32,12,21.8738385779,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
4,True,"{'a': 0, 'e': 0}",48,16,36.7476217194,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
5,True,"{'a': 0, 'e': 0}",40,21,20.3457752051,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
6,True,"{'a': 0, 'e': 0}",48,30,21.4701373211,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
7,True,"{'a': 0, 'e': 0}",40,19,23.9216082125,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
8,True,"{'a': 0, 'e': 0}",48,37,16.0142789189,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
9,True,"{'a': 0, 'e': 0}",32,22,14.2139533459,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.01,0.1
10,True,"{'a': 0, 'e': 0}",32,9,-33.0999561334,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 1}",1,0.01,0.1
1,False,"{'a': 0.2, 'e': 0.95}",48,19,-157.304051224,"{0: 19, 1: 1, 2: 4, 3: 3, 4: 2}",1,0.05,0.2
2,False,"{'a': 0.2, 'e': 0.8999999999999999}",40,0,-178.217382865,"{0: 26, 1: 3, 2: 6, 3: 4, 4: 1}",0,0.05,0.2
3,False,"{'a': 0.2, 'e': 0.8499999999999999}",32,0,-153.544004082,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 2}",0,0.05,0.2
4,False,"{'a': 0.2, 'e': 0.7999999999999998}",32,0,-86.3466431778,"{0: 24, 1: 2, 2: 4, 3: 1, 4: 1}",0,0.05,0.2
5,False,"{'a': 0.2, 'e': 0.7499999999999998}",32,0,-361.656552424,"{0: 10, 1: 4, 2: 11, 3: 2, 4: 5}",0,0.05,0.2
6,False,"{'a': 0.2, 'e': 0.6999999999999997}",48,29,-150.847622886,"{0: 8, 1: 3, 2: 5, 3: 1, 4: 2}",1,0.05,0.2
7,False,"{'a': 0.2, 'e': 0.6499999999999997}",48,0,-115.145491429,"{0: 39, 1: 1, 2: 5, 3: 1, 4: 2}",0,0.05,0.2
8,False,"{'a': 0.2, 'e': 0.5999999999999996}",32,0,-60.3938518644,"{0: 22, 1: 6, 2: 3, 3: 1, 4: 0}",0,0.05,0.2
9,False,"{'a': 0.2, 'e': 0.5499999999999996}",48,30,-67.5392407443,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1,0.05,0.2
10,False,"{'a': 0.2, 'e': 0.4999999999999996}",40,0,-77.5820147292,"{0: 35, 1: 0, 2: 2, 3: 1, 4: 2}",0,0.05,0.2
11,False,"{'a': 0.2, 'e': 0.4499999999999996}",48,0,-140.049161476,"{0: 37, 1: 3, 2: 4, 3: 2, 4: 2}",0,0.05,0.2
12,False,"{'a': 0.2, 'e': 0.39999999999999963}",32,23,-38.4925838732,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1,0.05,0.2
13,False,"{'a': 0.2, 'e': 0.34999999999999964}",40,0,-202.104339136,"{0: 31, 1: 1, 2: 1, 3: 3, 4: 4}",0,0.05,0.2
14,False,"{'a': 0.2, 'e': 0.29999999999999966}",48,30,-61.3181354345,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1,0.05,0.2
15,False,"{'a': 0.2, 'e': 0.24999999999999967}",32,5,-97.620741401,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 2}",1,0.05,0.2
16,False,"{'a': 0.2, 'e': 0.19999999999999968}",32,20,-58.8152234116,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1,0.05,0.2
17,False,"{'a': 0.2, 'e': 0.1499999999999997}",32,10,-13.0563859103,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1,0.05,0.2
18,False,"{'a': 0.2, 'e': 0.09999999999999969}",48,35,22.9205568663,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.05,0.2
19,False,"{'a': 0.2, 'e': 0.049999999999999684}",56,18,-7.75832834866,"{0: 35, 1: 2, 2: 0, 3: 0, 4: 1}",1,0.05,0.2
20,False,"{'a': 0.2, 'e': -3.191891195797325e-16}",32,0,-97.1818114911,"{0: 27, 1: 1, 2: 0, 3: 2, 4: 2}",0,0.05,0.2
1,True,"{'a': 0, 'e': 0}",32,22,12.4520389069,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.05,0.2
2,True,"{'a': 0, 'e': 0}",32,26,7.32689005752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.05,0.2
3,True,"{'a': 0, 'e': 0}",32,16,25.5003995511,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.05,0.2
4,True,"{'a': 0, 'e': 0}",48,17,41.9586856865,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.05,0.2
5,True,"{'a': 0, 'e': 0}",40,11,27.8278530218,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.05,0.2
6,True,"{'a': 0, 'e': 0}",32,20,16.3043653496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.05,0.2
7,True,"{'a': 0, 'e': 0}",32,23,14.0883154281,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.05,0.2
8,True,"{'a': 0, 'e': 0}",32,0,-71.0575659315,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 2}",0,0.05,0.2
9,True,"{'a': 0, 'e': 0}",32,18,16.6365729772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.05,0.2
10,True,"{'a': 0, 'e': 0}",32,18,-105.972591328,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 3}",1,0.05,0.2
1,False,"{'a': 0.2, 'e': 0.96}",32,0,-87.808002012,"{0: 24, 1: 2, 2: 4, 3: 1, 4: 1}",0,0.04,0.2
2,False,"{'a': 0.2, 'e': 0.9199999999999999}",40,0,-146.251997995,"{0: 30, 1: 2, 2: 5, 3: 0, 4: 3}",0,0.04,0.2
3,False,"{'a': 0.2, 'e': 0.8799999999999999}",48,0,-374.730063786,"{0: 26, 1: 3, 2: 10, 3: 4, 4: 5}",0,0.04,0.2
4,False,"{'a': 0.2, 'e': 0.8399999999999999}",32,0,-84.2866493188,"{0: 24, 1: 3, 2: 2, 3: 2, 4: 1}",0,0.04,0.2
5,False,"{'a': 0.2, 'e': 0.7999999999999998}",32,0,-121.070784461,"{0: 22, 1: 0, 2: 8, 3: 1, 4: 1}",0,0.04,0.2
6,False,"{'a': 0.2, 'e': 0.7599999999999998}",32,0,-94.976213462,"{0: 22, 1: 3, 2: 5, 3: 2, 4: 0}",0,0.04,0.2
7,False,"{'a': 0.2, 'e': 0.7199999999999998}",32,0,-130.945358805,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 2}",0,0.04,0.2
8,False,"{'a': 0.2, 'e': 0.6799999999999997}",32,0,-58.3231008135,"{0: 24, 1: 2, 2: 4, 3: 2, 4: 0}",0,0.04,0.2
9,False,"{'a': 0.2, 'e': 0.6399999999999997}",48,16,-61.9519768414,"{0: 26, 1: 1, 2: 3, 3: 1, 4: 1}",1,0.04,0.2
10,False,"{'a': 0.2, 'e': 0.5999999999999996}",32,22,-45.5282917596,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1,0.04,0.2
11,False,"{'a': 0.2, 'e': 0.5599999999999996}",40,0,-49.9488788075,"{0: 32, 1: 2, 2: 5, 3: 1, 4: 0}",0,0.04,0.2
12,False,"{'a': 0.2, 'e': 0.5199999999999996}",40,0,-67.4339907973,"{0: 32, 1: 2, 2: 5, 3: 0, 4: 1}",0,0.04,0.2
13,False,"{'a': 0.2, 'e': 0.4799999999999996}",40,0,-114.048100807,"{0: 29, 1: 3, 2: 6, 3: 1, 4: 1}",0,0.04,0.2
14,False,"{'a': 0.2, 'e': 0.4399999999999996}",40,28,-49.0455990227,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1,0.04,0.2
15,False,"{'a': 0.2, 'e': 0.39999999999999963}",40,14,-27.2793382692,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 1}",1,0.04,0.2
16,False,"{'a': 0.2, 'e': 0.35999999999999965}",48,15,-38.720388234,"{0: 28, 1: 2, 2: 1, 3: 1, 4: 1}",1,0.04,0.2
17,False,"{'a': 0.2, 'e': 0.3199999999999997}",32,7,-70.9685586237,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",1,0.04,0.2
18,False,"{'a': 0.2, 'e': 0.2799999999999997}",40,7,-116.51555371,"{0: 25, 1: 4, 2: 1, 3: 0, 4: 3}",1,0.04,0.2
19,False,"{'a': 0.2, 'e': 0.23999999999999969}",40,21,-8.13725951673,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1,0.04,0.2
20,False,"{'a': 0.2, 'e': 0.19999999999999968}",40,5,34.3862630416,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",1,0.04,0.2
21,False,"{'a': 0.2, 'e': 0.15999999999999967}",40,17,-16.4768549961,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1,0.04,0.2
22,False,"{'a': 0.2, 'e': 0.11999999999999966}",40,30,-19.3960403523,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1,0.04,0.2
23,False,"{'a': 0.2, 'e': 0.07999999999999965}",48,21,5.94489508694,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1,0.04,0.2
24,False,"{'a': 0.2, 'e': 0.039999999999999654}",32,25,-28.0748789503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1,0.04,0.2
1,True,"{'a': 0, 'e': 0}",32,6,34.6587952263,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.04,0.2
2,True,"{'a': 0, 'e': 0}",32,28,9.53666095687,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.04,0.2
3,True,"{'a': 0, 'e': 0}",40,24,23.1414860201,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.04,0.2
4,True,"{'a': 0, 'e': 0}",32,0,-47.373693475,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 2}",0,0.04,0.2
5,True,"{'a': 0, 'e': 0}",32,19,-22.2489817147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1,0.04,0.2
6,True,"{'a': 0, 'e': 0}",32,27,9.75066431516,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.04,0.2
7,True,"{'a': 0, 'e': 0}",32,24,7.8427689661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.04,0.2
8,True,"{'a': 0, 'e': 0}",40,20,33.7783727489,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.04,0.2
9,True,"{'a': 0, 'e': 0}",32,7,28.1971871067,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1,0.04,0.2
10,True,"{'a': 0, 'e': 0}",48,1,21.7662474037,"{0: 46, 1: 0, 2: 0, 3: 0, 4: 1}",1,0.04,0.2
1,False,"{'a': 0.2, 'e': 0.97}",32,0,-109.400753998,"{0: 18, 1: 5, 2: 8, 3: 1, 4: 0}",0,0.03,0.2
2,False,"{'a': 0.2, 'e': 0.94}",40,0,-99.698435028,"{0: 27, 1: 5, 2: 6, 3: 2, 4: 0}",0,0.03,0.2
3,False,"{'a': 0.2, 'e': 0.9099999999999999}",32,0,-156.234788244,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 3}",0,0.03,0.2
4,False,"{'a': 0.2, 'e': 0.8799999999999999}",40,0,-196.379549981,"{0: 25, 1: 4, 2: 8, 3: 0, 4: 3}",0,0.03,0.2
5,False,"{'a': 0.2, 'e': 0.8499999999999999}",32,0,-150.984462781,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 2}",0,0.03,0.2
6,False,"{'a': 0.2, 'e': 0.8199999999999998}",48,0,-227.503890525,"{0: 30, 1: 5, 2: 9, 3: 1, 4: 3}",0,0.03,0.2
7,False,"{'a': 0.2, 'e': 0.7899999999999998}",32,0,-137.954545317,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 3}",0,0.03,0.2
8,False,"{'a': 0.2, 'e': 0.7599999999999998}",40,0,-175.383005336,"{0: 29, 1: 1, 2: 6, 3: 1, 4: 3}",0,0.03,0.2
9,False,"{'a': 0.2, 'e': 0.7299999999999998}",32,0,-24.1632249318,"{0: 26, 1: 2, 2: 4, 3: 0, 4: 0}",0,0.03,0.2
10,False,"{'a': 0.2, 'e': 0.6999999999999997}",48,0,-319.269968699,"{0: 34, 1: 2, 2: 3, 3: 2, 4: 7}",0,0.03,0.2
11,False,"{'a': 0.2, 'e': 0.6699999999999997}",48,0,-192.84705197,"{0: 35, 1: 4, 2: 3, 3: 3, 4: 3}",0,0.03,0.2
12,False,"{'a': 0.2, 'e': 0.6399999999999997}",32,13,-68.1741570215,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 1}",1,0.03,0.2
